0 , 0.0 , 0.0 , 0.0 , average: 0.0
50 , 0.04679989814758301 , 0.031199932098388672 , 0.031200170516967773 , average: 0.03640000025431315
100 , 0.28080034255981445 , 0.2964005470275879 , 0.28080058097839355 , average: 0.28600049018859863
150 , 0.8600015640258789 , 0.8528029918670654 , 0.8554022312164307 , average: 0.8560689290364584
200 , 0.8580014705657959 , 0.8756015300750732 , 0.8580014705657959 , average: 0.8638681570688883
250 , 2.62180495262146 , 2.5760045051574707 , 2.590604543685913 , average: 2.5961380004882812
300 , 2.590604543685913 , 2.584005117416382 , 2.592604637145996 , average: 2.58907143274943
350 , 7.782215356826782 , 7.810014247894287 , 7.779818773269653 , average: 7.790682792663574
400 , 7.77981424331665 , 7.768214464187622 , 7.906015396118164 , average: 7.8180147012074785
450 , 7.792413949966431 , 7.768016576766968 , 7.767214298248291 , average: 7.7758816083272295
