amount, 2 , 0.0 , 0.0 , 0.0 , average: 0.0
amount, 10004 , 0.0490109920501709 , 0.047969818115234375 , 0.05503368377685547 , average: 0.05067149798075358
amount, 20006 , 0.10600924491882324 , 0.09802985191345215 , 0.11098504066467285 , average: 0.10500804583231609
amount, 30008 , 0.15197968482971191 , 0.15505003929138184 , 0.15098166465759277 , average: 0.15267046292622885
amount, 40010 , 0.2059781551361084 , 0.2430129051208496 , 0.21201610565185547 , average: 0.2203357219696045
amount, 50012 , 0.2650582790374756 , 0.2629818916320801 , 0.25899434089660645 , average: 0.2623448371887207
amount, 60014 , 0.3370237350463867 , 0.3430454730987549 , 0.3200101852416992 , average: 0.3333597977956136
amount, 70016 , 0.3800785541534424 , 0.37996649742126465 , 0.3860177993774414 , average: 0.3820209503173828
amount, 80018 , 0.39302706718444824 , 0.43300604820251465 , 0.39101743698120117 , average: 0.4056835174560547
amount, 90020 , 0.45806097984313965 , 0.5860192775726318 , 0.47302865982055664 , average: 0.5057029724121094
