amount, 11 , 0.0 , 0.0 , 0.0010139942169189453 , average: 0.0003379980723063151
amount, 10022 , 0.27301716804504395 , 0.2560145854949951 , 0.25603723526000977 , average: 0.2616896629333496
amount, 20033 , 0.5649614334106445 , 0.5610313415527344 , 0.5210802555084229 , average: 0.5490243434906006
amount, 30044 , 0.8649942874908447 , 0.9450578689575195 , 1.0501112937927246 , average: 0.9533878167470297
amount, 40055 , 1.195016622543335 , 1.2200658321380615 , 1.2200779914855957 , average: 1.2117201487223308
amount, 50066 , 1.5441241264343262 , 1.4260904788970947 , 1.3690745830535889 , average: 1.44642972946167
amount, 60077 , 1.8421032428741455 , 1.9021120071411133 , 1.7970986366271973 , average: 1.8471046288808186
amount, 70088 , 2.140122175216675 , 2.157076597213745 , 2.1651227474212646 , average: 2.154107173283895
amount, 80099 , 2.7061538696289062 , 2.727158308029175 , 3.281179428100586 , average: 2.904830535252889
amount, 90110 , 2.8471672534942627 , 3.917224645614624 , 2.919163465499878 , average: 3.2278517882029214
