0 , 0.0 , 0.0 , 0.0 , average: 0.0
1000 , 0.09100508689880371 , 0.09500575065612793 , 0.09500551223754883 , average: 0.09367211659749348
2000 , 0.37502169609069824 , 0.39702272415161133 , 0.37902140617370605 , average: 0.38368860880533856
3000 , 0.8710496425628662 , 0.84004807472229 , 0.8790502548217773 , average: 0.8633826573689779
4000 , 1.534087896347046 , 1.546088457107544 , 1.5260875225067139 , average: 1.5354212919871013
5000 , 2.4441397190093994 , 2.3581347465515137 , 2.400137186050415 , average: 2.400803883870443
6000 , 3.4391965866088867 , 3.469198703765869 , 3.4131951332092285 , average: 3.4405301411946616
7000 , 4.661266565322876 , 4.64326548576355 , 4.7202699184417725 , average: 4.6749339898427325
8000 , 6.102349042892456 , 6.124350070953369 , 6.107349395751953 , average: 6.11134950319926
9000 , 7.8184473514556885 , 7.822447299957275 , 7.818447113037109 , average: 7.819780588150024
10000 , 9.62155032157898 , 9.75855803489685 , 9.616549968719482 , average: 9.665552775065104
